date,site,temp_celcius,GPS_coordinates
8/19/16,Ngermid,30.0171042,7o 19.373' N; 134o 29.635' E
8/20/16,Ngermid,29.7597917,7o 19.373' N; 134o 29.635' E
8/21/16,Ngermid,29.662875,7o 19.373' N; 134o 29.635' E
8/22/16,Ngermid,29.5940417,7o 19.373' N; 134o 29.635' E
8/23/16,Ngermid,29.6692083,7o 19.373' N; 134o 29.635' E
8/24/16,Ngermid,29.7385417,7o 19.373' N; 134o 29.635' E
8/25/16,Ngermid,29.8198542,7o 19.373' N; 134o 29.635' E
8/26/16,Ngermid,29.9349167,7o 19.373' N; 134o 29.635' E
8/27/16,Ngermid,30.1021875,7o 19.373' N; 134o 29.635' E
8/28/16,Ngermid,30.3019375,7o 19.373' N; 134o 29.635' E
8/29/16,Ngermid,30.4906042,7o 19.373' N; 134o 29.635' E
8/30/16,Ngermid,30.6649167,7o 19.373' N; 134o 29.635' E
8/31/16,Ngermid,30.75825,7o 19.373' N; 134o 29.635' E
9/1/16,Ngermid,30.8162708,7o 19.373' N; 134o 29.635' E
9/2/16,Ngermid,30.901375,7o 19.373' N; 134o 29.635' E
9/3/16,Ngermid,30.8685833,7o 19.373' N; 134o 29.635' E
9/4/16,Ngermid,30.8141458,7o 19.373' N; 134o 29.635' E
9/5/16,Ngermid,30.8220208,7o 19.373' N; 134o 29.635' E
9/6/16,Ngermid,30.8241458,7o 19.373' N; 134o 29.635' E
9/7/16,Ngermid,30.7930417,7o 19.373' N; 134o 29.635' E
9/8/16,Ngermid,30.8041458,7o 19.373' N; 134o 29.635' E
9/9/16,Ngermid,30.8395417,7o 19.373' N; 134o 29.635' E
9/10/16,Ngermid,30.859,7o 19.373' N; 134o 29.635' E
9/11/16,Ngermid,30.690625,7o 19.373' N; 134o 29.635' E
9/12/16,Ngermid,30.7160417,7o 19.373' N; 134o 29.635' E
9/13/16,Ngermid,30.8151667,7o 19.373' N; 134o 29.635' E
9/14/16,Ngermid,30.9175833,7o 19.373' N; 134o 29.635' E
9/15/16,Ngermid,30.8636875,7o 19.373' N; 134o 29.635' E
9/16/16,Ngermid,30.8901667,7o 19.373' N; 134o 29.635' E
9/17/16,Ngermid,30.8606042,7o 19.373' N; 134o 29.635' E
9/18/16,Ngermid,30.8295417,7o 19.373' N; 134o 29.635' E
9/19/16,Ngermid,30.8511042,7o 19.373' N; 134o 29.635' E
9/20/16,Ngermid,30.85125,7o 19.373' N; 134o 29.635' E
9/21/16,Ngermid,30.8389167,7o 19.373' N; 134o 29.635' E
9/22/16,Ngermid,30.8531667,7o 19.373' N; 134o 29.635' E
9/23/16,Ngermid,30.869,7o 19.373' N; 134o 29.635' E
9/24/16,Ngermid,30.8980417,7o 19.373' N; 134o 29.635' E
9/25/16,Ngermid,30.9493542,7o 19.373' N; 134o 29.635' E
9/26/16,Ngermid,30.8974375,7o 19.373' N; 134o 29.635' E
9/27/16,Ngermid,30.9028125,7o 19.373' N; 134o 29.635' E
9/28/16,Ngermid,30.7983125,7o 19.373' N; 134o 29.635' E
9/29/16,Ngermid,30.8491042,7o 19.373' N; 134o 29.635' E
9/30/16,Ngermid,30.9197083,7o 19.373' N; 134o 29.635' E
10/1/16,Ngermid,30.9265417,7o 19.373' N; 134o 29.635' E
10/2/16,Ngermid,30.9514375,7o 19.373' N; 134o 29.635' E
10/3/16,Ngermid,30.8658542,7o 19.373' N; 134o 29.635' E
10/4/16,Ngermid,30.8199792,7o 19.373' N; 134o 29.635' E
10/5/16,Ngermid,30.8062292,7o 19.373' N; 134o 29.635' E
10/6/16,Ngermid,30.8031458,7o 19.373' N; 134o 29.635' E
10/7/16,Ngermid,30.8368333,7o 19.373' N; 134o 29.635' E
10/8/16,Ngermid,30.8796667,7o 19.373' N; 134o 29.635' E
10/9/16,Ngermid,30.9001667,7o 19.373' N; 134o 29.635' E
10/10/16,Ngermid,30.941875,7o 19.373' N; 134o 29.635' E
10/11/16,Ngermid,30.9587708,7o 19.373' N; 134o 29.635' E
10/12/16,Ngermid,30.8278542,7o 19.373' N; 134o 29.635' E
10/13/16,Ngermid,30.6068542,7o 19.373' N; 134o 29.635' E
10/14/16,Ngermid,30.5622917,7o 19.373' N; 134o 29.635' E
10/15/16,Ngermid,30.539,7o 19.373' N; 134o 29.635' E
10/16/16,Ngermid,30.4906458,7o 19.373' N; 134o 29.635' E
10/17/16,Ngermid,30.4010833,7o 19.373' N; 134o 29.635' E
10/18/16,Ngermid,30.2804792,7o 19.373' N; 134o 29.635' E
10/19/16,Ngermid,30.1010625,7o 19.373' N; 134o 29.635' E
10/20/16,Ngermid,29.9837083,7o 19.373' N; 134o 29.635' E
10/21/16,Ngermid,30.0303125,7o 19.373' N; 134o 29.635' E
10/22/16,Ngermid,30.1365833,7o 19.373' N; 134o 29.635' E
10/23/16,Ngermid,30.2279375,7o 19.373' N; 134o 29.635' E
10/24/16,Ngermid,30.2577708,7o 19.373' N; 134o 29.635' E
10/25/16,Ngermid,30.336125,7o 19.373' N; 134o 29.635' E
10/26/16,Ngermid,30.4332292,7o 19.373' N; 134o 29.635' E
10/27/16,Ngermid,30.5247708,7o 19.373' N; 134o 29.635' E
10/28/16,Ngermid,30.6094792,7o 19.373' N; 134o 29.635' E
10/29/16,Ngermid,30.6516458,7o 19.373' N; 134o 29.635' E
10/30/16,Ngermid,30.6700208,7o 19.373' N; 134o 29.635' E
10/31/16,Ngermid,30.722875,7o 19.373' N; 134o 29.635' E
11/1/16,Ngermid,30.6868958,7o 19.373' N; 134o 29.635' E
11/2/16,Ngermid,30.4922292,7o 19.373' N; 134o 29.635' E
11/3/16,Ngermid,30.1446667,7o 19.373' N; 134o 29.635' E
11/4/16,Ngermid,29.6617917,7o 19.373' N; 134o 29.635' E
11/5/16,Ngermid,29.5612292,7o 19.373' N; 134o 29.635' E
11/6/16,Ngermid,29.4299375,7o 19.373' N; 134o 29.635' E
11/7/16,Ngermid,29.2455625,7o 19.373' N; 134o 29.635' E
11/8/16,Ngermid,29.3615833,7o 19.373' N; 134o 29.635' E
11/9/16,Ngermid,29.625875,7o 19.373' N; 134o 29.635' E
11/10/16,Ngermid,29.7301458,7o 19.373' N; 134o 29.635' E
11/11/16,Ngermid,29.7207292,7o 19.373' N; 134o 29.635' E
11/12/16,Ngermid,29.7520417,7o 19.373' N; 134o 29.635' E
11/13/16,Ngermid,29.7738958,7o 19.373' N; 134o 29.635' E
11/14/16,Ngermid,29.7457292,7o 19.373' N; 134o 29.635' E
11/15/16,Ngermid,29.7806458,7o 19.373' N; 134o 29.635' E
11/16/16,Ngermid,29.8323333,7o 19.373' N; 134o 29.635' E
11/17/16,Ngermid,29.8830208,7o 19.373' N; 134o 29.635' E
11/18/16,Ngermid,29.9575625,7o 19.373' N; 134o 29.635' E
11/19/16,Ngermid,29.9800417,7o 19.373' N; 134o 29.635' E
11/20/16,Ngermid,30.0291667,7o 19.373' N; 134o 29.635' E
11/21/16,Ngermid,30.1165833,7o 19.373' N; 134o 29.635' E
11/22/16,Ngermid,30.1245,7o 19.373' N; 134o 29.635' E
11/23/16,Ngermid,30.177,7o 19.373' N; 134o 29.635' E
11/24/16,Ngermid,30.2567917,7o 19.373' N; 134o 29.635' E
11/25/16,Ngermid,30.2745833,7o 19.373' N; 134o 29.635' E
11/26/16,Ngermid,30.3438542,7o 19.373' N; 134o 29.635' E
11/27/16,Ngermid,30.3449792,7o 19.373' N; 134o 29.635' E
11/28/16,Ngermid,30.2493542,7o 19.373' N; 134o 29.635' E
11/29/16,Ngermid,30.2174375,7o 19.373' N; 134o 29.635' E
11/30/16,Ngermid,30.2504167,7o 19.373' N; 134o 29.635' E
12/1/16,Ngermid,30.2588125,7o 19.373' N; 134o 29.635' E
12/2/16,Ngermid,30.263625,7o 19.373' N; 134o 29.635' E
12/3/16,Ngermid,30.3308333,7o 19.373' N; 134o 29.635' E
12/4/16,Ngermid,30.3439167,7o 19.373' N; 134o 29.635' E
12/5/16,Ngermid,30.3223125,7o 19.373' N; 134o 29.635' E
12/6/16,Ngermid,30.2205,7o 19.373' N; 134o 29.635' E
12/7/16,Ngermid,30.1286458,7o 19.373' N; 134o 29.635' E
12/8/16,Ngermid,30.1922083,7o 19.373' N; 134o 29.635' E
12/9/16,Ngermid,30.2032917,7o 19.373' N; 134o 29.635' E
12/10/16,Ngermid,30.2153125,7o 19.373' N; 134o 29.635' E
12/11/16,Ngermid,30.2463333,7o 19.373' N; 134o 29.635' E
12/12/16,Ngermid,30.2746042,7o 19.373' N; 134o 29.635' E
12/13/16,Ngermid,30.3098125,7o 19.373' N; 134o 29.635' E
12/14/16,Ngermid,30.33125,7o 19.373' N; 134o 29.635' E
12/15/16,Ngermid,30.3805417,7o 19.373' N; 134o 29.635' E
12/16/16,Ngermid,30.3874792,7o 19.373' N; 134o 29.635' E
12/17/16,Ngermid,30.3736458,7o 19.373' N; 134o 29.635' E
12/18/16,Ngermid,30.3622083,7o 19.373' N; 134o 29.635' E
12/19/16,Ngermid,30.2646667,7o 19.373' N; 134o 29.635' E
12/20/16,Ngermid,30.2467917,7o 19.373' N; 134o 29.635' E
12/21/16,Ngermid,30.2014167,7o 19.373' N; 134o 29.635' E
12/22/16,Ngermid,30.1579375,7o 19.373' N; 134o 29.635' E
12/23/16,Ngermid,30.1966667,7o 19.373' N; 134o 29.635' E
12/24/16,Ngermid,30.1804792,7o 19.373' N; 134o 29.635' E
12/25/16,Ngermid,30.2419792,7o 19.373' N; 134o 29.635' E
12/26/16,Ngermid,30.3145417,7o 19.373' N; 134o 29.635' E
12/27/16,Ngermid,30.3675625,7o 19.373' N; 134o 29.635' E
12/28/16,Ngermid,30.333875,7o 19.373' N; 134o 29.635' E
12/29/16,Ngermid,30.2799167,7o 19.373' N; 134o 29.635' E
12/30/16,Ngermid,30.202,7o 19.373' N; 134o 29.635' E
12/31/16,Ngermid,30.047,7o 19.373' N; 134o 29.635' E
1/1/17,Ngermid,29.93,7o 19.373' N; 134o 29.635' E
1/2/17,Ngermid,29.87,7o 19.373' N; 134o 29.635' E
1/3/17,Ngermid,29.89,7o 19.373' N; 134o 29.635' E
1/4/17,Ngermid,29.91,7o 19.373' N; 134o 29.635' E
1/5/17,Ngermid,29.9,7o 19.373' N; 134o 29.635' E
1/6/17,Ngermid,29.85,7o 19.373' N; 134o 29.635' E
1/7/17,Ngermid,29.75,7o 19.373' N; 134o 29.635' E
1/8/17,Ngermid,29.72,7o 19.373' N; 134o 29.635' E
1/9/17,Ngermid,29.73,7o 19.373' N; 134o 29.635' E
1/10/17,Ngermid,29.78,7o 19.373' N; 134o 29.635' E
1/11/17,Ngermid,29.76,7o 19.373' N; 134o 29.635' E
1/12/17,Ngermid,29.77,7o 19.373' N; 134o 29.635' E
1/13/17,Ngermid,29.82,7o 19.373' N; 134o 29.635' E
1/14/17,Ngermid,29.88,7o 19.373' N; 134o 29.635' E
1/15/17,Ngermid,29.97,7o 19.373' N; 134o 29.635' E
1/16/17,Ngermid,30.1,7o 19.373' N; 134o 29.635' E
1/17/17,Ngermid,30.21,7o 19.373' N; 134o 29.635' E
1/18/17,Ngermid,30.32,7o 19.373' N; 134o 29.635' E
1/19/17,Ngermid,30.29,7o 19.373' N; 134o 29.635' E
1/20/17,Ngermid,30.29,7o 19.373' N; 134o 29.635' E
1/21/17,Ngermid,30.27,7o 19.373' N; 134o 29.635' E
1/22/17,Ngermid,30.11,7o 19.373' N; 134o 29.635' E
1/23/17,Ngermid,30.12,7o 19.373' N; 134o 29.635' E
1/24/17,Ngermid,30.11,7o 19.373' N; 134o 29.635' E
1/25/17,Ngermid,29.91,7o 19.373' N; 134o 29.635' E
1/26/17,Ngermid,29.7,7o 19.373' N; 134o 29.635' E
1/27/17,Ngermid,29.56,7o 19.373' N; 134o 29.635' E
1/28/17,Ngermid,29.6,7o 19.373' N; 134o 29.635' E
1/29/17,Ngermid,29.68,7o 19.373' N; 134o 29.635' E
1/30/17,Ngermid,29.73,7o 19.373' N; 134o 29.635' E
1/31/17,Ngermid,29.72,7o 19.373' N; 134o 29.635' E
2/1/17,Ngermid,29.66,7o 19.373' N; 134o 29.635' E
2/2/17,Ngermid,29.57,7o 19.373' N; 134o 29.635' E
2/3/17,Ngermid,29.6,7o 19.373' N; 134o 29.635' E
2/4/17,Ngermid,29.49,7o 19.373' N; 134o 29.635' E
2/5/17,Ngermid,29.37,7o 19.373' N; 134o 29.635' E
2/6/17,Ngermid,29.32,7o 19.373' N; 134o 29.635' E
2/7/17,Ngermid,29.4,7o 19.373' N; 134o 29.635' E
2/8/17,Ngermid,29.49,7o 19.373' N; 134o 29.635' E
2/9/17,Ngermid,29.67,7o 19.373' N; 134o 29.635' E
2/10/17,Ngermid,29.72,7o 19.373' N; 134o 29.635' E
2/11/17,Ngermid,29.78,7o 19.373' N; 134o 29.635' E
2/12/17,Ngermid,29.55,7o 19.373' N; 134o 29.635' E
2/13/17,Ngermid,29.33,7o 19.373' N; 134o 29.635' E
2/14/17,Ngermid,29.25,7o 19.373' N; 134o 29.635' E
2/15/17,Ngermid,29.15,7o 19.373' N; 134o 29.635' E
2/16/17,Ngermid,29.13,7o 19.373' N; 134o 29.635' E
2/17/17,Ngermid,29.13,7o 19.373' N; 134o 29.635' E
2/18/17,Ngermid,29.26,7o 19.373' N; 134o 29.635' E
2/19/17,Ngermid,29.43,7o 19.373' N; 134o 29.635' E
2/20/17,Ngermid,29.59,7o 19.373' N; 134o 29.635' E
2/21/17,Ngermid,29.63,7o 19.373' N; 134o 29.635' E
2/22/17,Ngermid,29.61,7o 19.373' N; 134o 29.635' E
2/23/17,Ngermid,29.46,7o 19.373' N; 134o 29.635' E
2/24/17,Ngermid,29.52,7o 19.373' N; 134o 29.635' E
2/25/17,Ngermid,29.53,7o 19.373' N; 134o 29.635' E
2/26/17,Ngermid,29.47,7o 19.373' N; 134o 29.635' E
2/27/17,Ngermid,29.49,7o 19.373' N; 134o 29.635' E
2/28/17,Ngermid,29.48,7o 19.373' N; 134o 29.635' E
3/1/17,Ngermid,29.46,7o 19.373' N; 134o 29.635' E
3/2/17,Ngermid,29.43,7o 19.373' N; 134o 29.635' E
3/3/17,Ngermid,29.28,7o 19.373' N; 134o 29.635' E
3/4/17,Ngermid,29.23,7o 19.373' N; 134o 29.635' E
3/5/17,Ngermid,29.18,7o 19.373' N; 134o 29.635' E
3/6/17,Ngermid,29.16,7o 19.373' N; 134o 29.635' E
3/7/17,Ngermid,29.23,7o 19.373' N; 134o 29.635' E
3/8/17,Ngermid,29.29,7o 19.373' N; 134o 29.635' E
3/9/17,Ngermid,29.43,7o 19.373' N; 134o 29.635' E
3/10/17,Ngermid,29.61,7o 19.373' N; 134o 29.635' E
3/11/17,Ngermid,29.67,7o 19.373' N; 134o 29.635' E
3/12/17,Ngermid,29.81,7o 19.373' N; 134o 29.635' E
3/13/17,Ngermid,29.91,7o 19.373' N; 134o 29.635' E
3/14/17,Ngermid,29.92,7o 19.373' N; 134o 29.635' E
3/15/17,Ngermid,29.88,7o 19.373' N; 134o 29.635' E
3/16/17,Ngermid,29.89,7o 19.373' N; 134o 29.635' E
3/17/17,Ngermid,29.91,7o 19.373' N; 134o 29.635' E
3/18/17,Ngermid,29.86,7o 19.373' N; 134o 29.635' E
3/19/17,Ngermid,29.93,7o 19.373' N; 134o 29.635' E
3/20/17,Ngermid,30.09,7o 19.373' N; 134o 29.635' E
3/21/17,Ngermid,30.1,7o 19.373' N; 134o 29.635' E
3/22/17,Ngermid,30.23,7o 19.373' N; 134o 29.635' E
3/23/17,Ngermid,30.25,7o 19.373' N; 134o 29.635' E
3/24/17,Ngermid,30.28,7o 19.373' N; 134o 29.635' E
3/25/17,Ngermid,30.28,7o 19.373' N; 134o 29.635' E
3/26/17,Ngermid,30.28,7o 19.373' N; 134o 29.635' E
3/27/17,Ngermid,30.23,7o 19.373' N; 134o 29.635' E
3/28/17,Ngermid,30.27,7o 19.373' N; 134o 29.635' E
3/29/17,Ngermid,30.26,7o 19.373' N; 134o 29.635' E
3/30/17,Ngermid,30.11,7o 19.373' N; 134o 29.635' E
3/31/17,Ngermid,29.95,7o 19.373' N; 134o 29.635' E
4/1/17,Ngermid,29.9,7o 19.373' N; 134o 29.635' E
4/2/17,Ngermid,29.88,7o 19.373' N; 134o 29.635' E
4/3/17,Ngermid,29.92,7o 19.373' N; 134o 29.635' E
4/4/17,Ngermid,30,7o 19.373' N; 134o 29.635' E
4/5/17,Ngermid,29.99,7o 19.373' N; 134o 29.635' E
4/6/17,Ngermid,30.01,7o 19.373' N; 134o 29.635' E
4/7/17,Ngermid,30.13,7o 19.373' N; 134o 29.635' E
4/8/17,Ngermid,30.25,7o 19.373' N; 134o 29.635' E
4/9/17,Ngermid,30.34,7o 19.373' N; 134o 29.635' E
4/10/17,Ngermid,30.37,7o 19.373' N; 134o 29.635' E
4/11/17,Ngermid,30.39,7o 19.373' N; 134o 29.635' E
4/12/17,Ngermid,30.45,7o 19.373' N; 134o 29.635' E
4/13/17,Ngermid,30.44,7o 19.373' N; 134o 29.635' E
4/14/17,Ngermid,30.42,7o 19.373' N; 134o 29.635' E
4/15/17,Ngermid,30.42,7o 19.373' N; 134o 29.635' E
4/16/17,Ngermid,30.47,7o 19.373' N; 134o 29.635' E
4/17/17,Ngermid,30.49,7o 19.373' N; 134o 29.635' E
4/18/17,Ngermid,30.49,7o 19.373' N; 134o 29.635' E
4/19/17,Ngermid,30.6,7o 19.373' N; 134o 29.635' E
4/20/17,Ngermid,30.69,7o 19.373' N; 134o 29.635' E
4/21/17,Ngermid,30.76,7o 19.373' N; 134o 29.635' E
4/22/17,Ngermid,30.75,7o 19.373' N; 134o 29.635' E
4/23/17,Ngermid,30.83,7o 19.373' N; 134o 29.635' E
4/24/17,Ngermid,30.95,7o 19.373' N; 134o 29.635' E
4/25/17,Ngermid,31.01,7o 19.373' N; 134o 29.635' E
4/26/17,Ngermid,30.97,7o 19.373' N; 134o 29.635' E
4/27/17,Ngermid,30.94,7o 19.373' N; 134o 29.635' E
4/28/17,Ngermid,30.98,7o 19.373' N; 134o 29.635' E
4/29/17,Ngermid,31.02,7o 19.373' N; 134o 29.635' E
4/30/17,Ngermid,31.08,7o 19.373' N; 134o 29.635' E
5/1/17,Ngermid,31.12,7o 19.373' N; 134o 29.635' E
5/2/17,Ngermid,31.2,7o 19.373' N; 134o 29.635' E
5/3/17,Ngermid,31.27,7o 19.373' N; 134o 29.635' E
5/4/17,Ngermid,31.24,7o 19.373' N; 134o 29.635' E
5/5/17,Ngermid,31.1,7o 19.373' N; 134o 29.635' E
5/6/17,Ngermid,31.13,7o 19.373' N; 134o 29.635' E
5/7/17,Ngermid,31.15,7o 19.373' N; 134o 29.635' E
5/8/17,Ngermid,31.12,7o 19.373' N; 134o 29.635' E
5/9/17,Ngermid,30.99,7o 19.373' N; 134o 29.635' E
5/10/17,Ngermid,30.98,7o 19.373' N; 134o 29.635' E
5/11/17,Ngermid,30.97,7o 19.373' N; 134o 29.635' E
5/12/17,Ngermid,30.9,7o 19.373' N; 134o 29.635' E
5/13/17,Ngermid,30.77,7o 19.373' N; 134o 29.635' E
5/14/17,Ngermid,30.66,7o 19.373' N; 134o 29.635' E
5/15/17,Ngermid,30.67,7o 19.373' N; 134o 29.635' E
5/16/17,Ngermid,30.73,7o 19.373' N; 134o 29.635' E
5/17/17,Ngermid,30.83,7o 19.373' N; 134o 29.635' E
5/18/17,Ngermid,30.97,7o 19.373' N; 134o 29.635' E
5/19/17,Ngermid,31.08,7o 19.373' N; 134o 29.635' E
5/20/17,Ngermid,31.11,7o 19.373' N; 134o 29.635' E
5/21/17,Ngermid,31.19,7o 19.373' N; 134o 29.635' E
5/22/17,Ngermid,31.31,7o 19.373' N; 134o 29.635' E
5/23/17,Ngermid,31.47,7o 19.373' N; 134o 29.635' E
5/24/17,Ngermid,31.45,7o 19.373' N; 134o 29.635' E
5/25/17,Ngermid,31.47,7o 19.373' N; 134o 29.635' E
5/26/17,Ngermid,31.46,7o 19.373' N; 134o 29.635' E
5/27/17,Ngermid,31.57,7o 19.373' N; 134o 29.635' E
5/28/17,Ngermid,31.61,7o 19.373' N; 134o 29.635' E
5/29/17,Ngermid,31.63,7o 19.373' N; 134o 29.635' E
5/30/17,Ngermid,31.56,7o 19.373' N; 134o 29.635' E
5/31/17,Ngermid,31.49,7o 19.373' N; 134o 29.635' E
6/1/17,Ngermid,31.5,7o 19.373' N; 134o 29.635' E
6/2/17,Ngermid,31.53,7o 19.373' N; 134o 29.635' E
6/3/17,Ngermid,31.52,7o 19.373' N; 134o 29.635' E
6/4/17,Ngermid,31.4,7o 19.373' N; 134o 29.635' E
6/5/17,Ngermid,31.26,7o 19.373' N; 134o 29.635' E
6/6/17,Ngermid,31.15,7o 19.373' N; 134o 29.635' E
6/7/17,Ngermid,30.91,7o 19.373' N; 134o 29.635' E
6/8/17,Ngermid,30.91,7o 19.373' N; 134o 29.635' E
6/9/17,Ngermid,30.93,7o 19.373' N; 134o 29.635' E
6/10/17,Ngermid,31.03,7o 19.373' N; 134o 29.635' E
6/11/17,Ngermid,31.08,7o 19.373' N; 134o 29.635' E
6/12/17,Ngermid,31.01,7o 19.373' N; 134o 29.635' E
6/13/17,Ngermid,30.99,7o 19.373' N; 134o 29.635' E
6/14/17,Ngermid,30.95,7o 19.373' N; 134o 29.635' E
6/15/17,Ngermid,30.97,7o 19.373' N; 134o 29.635' E
6/16/17,Ngermid,31.04,7o 19.373' N; 134o 29.635' E
6/17/17,Ngermid,31.11,7o 19.373' N; 134o 29.635' E
6/18/17,Ngermid,31.17,7o 19.373' N; 134o 29.635' E
6/19/17,Ngermid,31.08,7o 19.373' N; 134o 29.635' E
6/20/17,Ngermid,31.1,7o 19.373' N; 134o 29.635' E
6/21/17,Ngermid,31.12,7o 19.373' N; 134o 29.635' E
6/22/17,Ngermid,31.13,7o 19.373' N; 134o 29.635' E
6/23/17,Ngermid,31.12,7o 19.373' N; 134o 29.635' E
6/24/17,Ngermid,30.98,7o 19.373' N; 134o 29.635' E
6/25/17,Ngermid,31.08,7o 19.373' N; 134o 29.635' E
6/26/17,Ngermid,31.15,7o 19.373' N; 134o 29.635' E
6/27/17,Ngermid,31.13,7o 19.373' N; 134o 29.635' E
6/28/17,Ngermid,31.28,7o 19.373' N; 134o 29.635' E
6/29/17,Ngermid,31.33,7o 19.373' N; 134o 29.635' E
6/30/17,Ngermid,31.34,7o 19.373' N; 134o 29.635' E
7/1/17,Ngermid,31.34,7o 19.373' N; 134o 29.635' E
7/2/17,Ngermid,31.33,7o 19.373' N; 134o 29.635' E
7/3/17,Ngermid,31.33,7o 19.373' N; 134o 29.635' E
7/4/17,Ngermid,31.35,7o 19.373' N; 134o 29.635' E
7/5/17,Ngermid,31.39,7o 19.373' N; 134o 29.635' E
7/6/17,Ngermid,31.45,7o 19.373' N; 134o 29.635' E
7/7/17,Ngermid,31.43,7o 19.373' N; 134o 29.635' E
7/8/17,Ngermid,31.45,7o 19.373' N; 134o 29.635' E
7/9/17,Ngermid,31.41,7o 19.373' N; 134o 29.635' E
7/10/17,Ngermid,31.4,7o 19.373' N; 134o 29.635' E
7/11/17,Ngermid,31.39,7o 19.373' N; 134o 29.635' E
7/12/17,Ngermid,31.34,7o 19.373' N; 134o 29.635' E
7/13/17,Ngermid,31.27,7o 19.373' N; 134o 29.635' E
7/14/17,Ngermid,31.25,7o 19.373' N; 134o 29.635' E
7/15/17,Ngermid,31.27,7o 19.373' N; 134o 29.635' E
7/16/17,Ngermid,31.31,7o 19.373' N; 134o 29.635' E
7/17/17,Ngermid,31.39,7o 19.373' N; 134o 29.635' E
7/18/17,Ngermid,31.46,7o 19.373' N; 134o 29.635' E
7/19/17,Ngermid,31.43,7o 19.373' N; 134o 29.635' E
7/20/17,Ngermid,31.33,7o 19.373' N; 134o 29.635' E
7/21/17,Ngermid,31.21,7o 19.373' N; 134o 29.635' E
7/22/17,Ngermid,31.08,7o 19.373' N; 134o 29.635' E
7/23/17,Ngermid,30.91,7o 19.373' N; 134o 29.635' E
7/24/17,Ngermid,30.72,7o 19.373' N; 134o 29.635' E
7/25/17,Ngermid,30.55,7o 19.373' N; 134o 29.635' E
7/26/17,Ngermid,30.46,7o 19.373' N; 134o 29.635' E
7/27/17,Ngermid,30.45,7o 19.373' N; 134o 29.635' E
7/28/17,Ngermid,30.47,7o 19.373' N; 134o 29.635' E
7/29/17,Ngermid,30.47,7o 19.373' N; 134o 29.635' E
7/30/17,Ngermid,30.51,7o 19.373' N; 134o 29.635' E
7/31/17,Ngermid,30.48,7o 19.373' N; 134o 29.635' E
8/1/17,Ngermid,30.49,7o 19.373' N; 134o 29.635' E
8/2/17,Ngermid,30.48,7o 19.373' N; 134o 29.635' E
8/3/17,Ngermid,30.48,7o 19.373' N; 134o 29.635' E
8/4/17,Ngermid,30.48,7o 19.373' N; 134o 29.635' E
8/5/17,Ngermid,30.5,7o 19.373' N; 134o 29.635' E
8/6/17,Ngermid,30.53,7o 19.373' N; 134o 29.635' E
8/7/17,Ngermid,30.64,7o 19.373' N; 134o 29.635' E
8/8/17,Ngermid,30.78,7o 19.373' N; 134o 29.635' E
8/9/17,Ngermid,30.92,7o 19.373' N; 134o 29.635' E
8/10/17,Ngermid,30.97,7o 19.373' N; 134o 29.635' E
8/11/17,Ngermid,30.98,7o 19.373' N; 134o 29.635' E
8/12/17,Ngermid,31.04,7o 19.373' N; 134o 29.635' E
8/13/17,Ngermid,31.14,7o 19.373' N; 134o 29.635' E
8/14/17,Ngermid,31.2,7o 19.373' N; 134o 29.635' E
8/15/17,Ngermid,31.23,7o 19.373' N; 134o 29.635' E
8/16/17,Ngermid,31.25,7o 19.373' N; 134o 29.635' E
8/17/17,Ngermid,31.25,7o 19.373' N; 134o 29.635' E
8/18/17,Ngermid,31.16,7o 19.373' N; 134o 29.635' E
8/19/17,Ngermid,31.09,7o 19.373' N; 134o 29.635' E
8/20/17,Ngermid,31.13,7o 19.373' N; 134o 29.635' E
8/21/17,Ngermid,31.09,7o 19.373' N; 134o 29.635' E
8/22/17,Ngermid,31.03,7o 19.373' N; 134o 29.635' E
8/23/17,Ngermid,31.06,7o 19.373' N; 134o 29.635' E
8/24/17,Ngermid,31.09,7o 19.373' N; 134o 29.635' E
8/25/17,Ngermid,31.1,7o 19.373' N; 134o 29.635' E
8/26/17,Ngermid,31.14,7o 19.373' N; 134o 29.635' E
8/27/17,Ngermid,31.19,7o 19.373' N; 134o 29.635' E
8/28/17,Ngermid,31.24,7o 19.373' N; 134o 29.635' E
8/29/17,Ngermid,31.23,7o 19.373' N; 134o 29.635' E
8/30/17,Ngermid,31.32,7o 19.373' N; 134o 29.635' E
8/31/17,Ngermid,31.4,7o 19.373' N; 134o 29.635' E
9/1/17,Ngermid,31.49,7o 19.373' N; 134o 29.635' E
9/2/17,Ngermid,31.62,7o 19.373' N; 134o 29.635' E
9/3/17,Ngermid,31.63,7o 19.373' N; 134o 29.635' E
9/4/17,Ngermid,31.51,7o 19.373' N; 134o 29.635' E
9/5/17,Ngermid,31.48,7o 19.373' N; 134o 29.635' E
9/6/17,Ngermid,31.48,7o 19.373' N; 134o 29.635' E
9/7/17,Ngermid,31.5,7o 19.373' N; 134o 29.635' E
9/8/17,Ngermid,31.44,7o 19.373' N; 134o 29.635' E
9/9/17,Ngermid,31.47,7o 19.373' N; 134o 29.635' E
9/10/17,Ngermid,31.53,7o 19.373' N; 134o 29.635' E
9/11/17,Ngermid,31.5,7o 19.373' N; 134o 29.635' E
9/12/17,Ngermid,31.56,7o 19.373' N; 134o 29.635' E
9/13/17,Ngermid,31.54,7o 19.373' N; 134o 29.635' E
9/14/17,Ngermid,31.52,7o 19.373' N; 134o 29.635' E
